0,0,0.-92.2*I,0,0,0,0,0,0.+92.2*I,0,0,0.+188.86999999999995*I,0,0,0.-188.86999999999995*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.-92.2*I,0,0,0,0,0,0.+92.2*I,0.+188.86999999999995*I,0.+1111.*I,0,0,0,0.-188.86999999999995*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.-92.2*I,0,0,0,0.-188.86999999999995*I,0,0,0,-0.962875989885795-69.*I,0.-188.86999999999995*I,0.+92.2*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0.-50.262130051616396*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.+50.262130051616396*I,0,0,0
0,0,0,0,0,0.-92.2*I,0,0,0,0.-188.86999999999995*I,0,0,0.-188.86999999999995*I,-0.962875989885795+1042.*I,0,0.+92.2*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0.-50.262130051616396*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.+50.262130051616396*I,0,0
0,0,0,0,0,0,0.-92.2*I,0,0,0,0.-188.86999999999995*I,0,0.+92.2*I,0,0.-1111.*I,0.+188.86999999999995*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.-92.2*I,0,0,0,0.-188.86999999999995*I,0,0.+92.2*I,0.+188.86999999999995*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100.,0.-188.86999999999995*I,0.+92.2*I,0,0.+188.86999999999995*I,0,0,0,0.-92.2*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.-188.86999999999995*I,-100.+1111.*I,0,0.+92.2*I,0,0.+188.86999999999995*I,0,0,0,0.-92.2*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-11.937416885910597+48.82396742807344*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0.+92.2*I,0,-100.96287598988579-1042.*I,0.+188.86999999999995*I,0,0,0.+188.86999999999995*I,0,0,0,0.-92.2*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-11.937416885910597+48.82396742807344*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0.+92.2*I,0.+188.86999999999995*I,-100.96287598988579+69.*I,0,0,0,0.+188.86999999999995*I,0,0,0,0.-92.2*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.+188.86999999999995*I,0,0,0,-100.-1111.*I,0.-188.86999999999995*I,0.+92.2*I,0,0,0,0,0,0.-92.2*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.+188.86999999999995*I,0,0,0.-188.86999999999995*I,-100.,0,0.+92.2*I,0,0,0,0,0,0.-92.2*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-11.937416885910597+48.82396742807344*I,0,0,0,0,0,0,0,0,0,0,0,0.+188.86999999999995*I,0,0.+92.2*I,0,-100.96287598988579-2153.*I,0.+188.86999999999995*I,0,0,0,0,0,0,0.-92.2*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-11.937416885910597+48.82396742807344*I,0,0,0,0,0,0,0,0,0,0,0,0.+188.86999999999995*I,0,0.+92.2*I,0.+188.86999999999995*I,-100.96287598988579-1042.*I,0,0,0,0,0,0,0,0.-92.2*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-11.937416885910597-48.82396742807344*I,0,0,0,0,0,0,0,0.-92.2*I,0,0,0,0,0,0,0,-100.96287598988579+1042.*I,0.-188.86999999999995*I,0.+92.2*I,0,0.-188.86999999999995*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-11.937416885910597-48.82396742807344*I,0,0,0,0,0,0,0,0.-92.2*I,0,0,0,0,0,0,0.-188.86999999999995*I,-100.96287598988579+2153.*I,0,0.+92.2*I,0,0.-188.86999999999995*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-23.874833771821194,0,0,0,0,0,0,0,0.-92.2*I,0,0,0,0,0,0.+92.2*I,0,-100.,0.+188.86999999999995*I,0,0,0.-188.86999999999995*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-23.874833771821194,0,0,0,0,0,0,0,0.-92.2*I,0,0,0,0,0,0.+92.2*I,0.+188.86999999999995*I,-100.+1111.*I,0,0,0,0.-188.86999999999995*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-11.937416885910597-48.82396742807344*I,0,0,0,0,0,0,0,0.-92.2*I,0,0,0,0.-188.86999999999995*I,0,0,0,-100.96287598988579-69.*I,0.-188.86999999999995*I,0.+92.2*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-11.937416885910597-48.82396742807344*I,0,0,0,0,0,0,0,0.-92.2*I,0,0,0,0.-188.86999999999995*I,0,0,0.-188.86999999999995*I,-100.96287598988579+1042.*I,0,0.+92.2*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.874833771821194,0,0,0,0,0,0,0,0.-92.2*I,0,0,0,0.-188.86999999999995*I,0,0.+92.2*I,0,-100.-1111.*I,0.+188.86999999999995*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.874833771821194,0,0,0,0,0,0,0,0.-92.2*I,0,0,0,0.-188.86999999999995*I,0,0.+92.2*I,0.+188.86999999999995*I,-100.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-23.874833771821194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100.,0.-188.86999999999995*I,0.+92.2*I,0,0.+188.86999999999995*I,0,0,0,0.-92.2*I,0,0,0,0,0,0,0
0,-23.874833771821194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.-188.86999999999995*I,-100.+1111.*I,0,0.+92.2*I,0,0.+188.86999999999995*I,0,0,0,0.-92.2*I,0,0,0,0,0,0
0,0,-11.937416885910597-48.82396742807344*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.+92.2*I,0,-100.96287598988579-1042.*I,0.+188.86999999999995*I,0,0,0.+188.86999999999995*I,0,0,0,0.-92.2*I,0,0,0,0,0
0,0,0,-11.937416885910597-48.82396742807344*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.+92.2*I,0.+188.86999999999995*I,-100.96287598988579+69.*I,0,0,0,0.+188.86999999999995*I,0,0,0,0.-92.2*I,0,0,0,0
0,0,0,0,-23.874833771821194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.+188.86999999999995*I,0,0,0,-100.-1111.*I,0.-188.86999999999995*I,0.+92.2*I,0,0,0,0,0,0.-92.2*I,0,0,0
0,0,0,0,0,-23.874833771821194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.+188.86999999999995*I,0,0,0.-188.86999999999995*I,-100.,0,0.+92.2*I,0,0,0,0,0,0.-92.2*I,0,0
0,0,0,0,0,0,-11.937416885910597-48.82396742807344*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.+188.86999999999995*I,0,0.+92.2*I,0,-100.96287598988579-2153.*I,0.+188.86999999999995*I,0,0,0,0,0,0,0.-92.2*I,0
0,0,0,0,0,0,0,-11.937416885910597-48.82396742807344*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.+188.86999999999995*I,0,0.+92.2*I,0.+188.86999999999995*I,-100.96287598988579-1042.*I,0,0,0,0,0,0,0,0.-92.2*I
0,0,0,0,0,0,0,0,-11.937416885910597+48.82396742807344*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.-92.2*I,0,0,0,0,0,0,0,-100.96287598988579+1042.*I,0.-188.86999999999995*I,0.+92.2*I,0,0.-188.86999999999995*I,0,0,0
0,0,0,0,0,0,0,0,0,-11.937416885910597+48.82396742807344*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.-92.2*I,0,0,0,0,0,0,0.-188.86999999999995*I,-100.96287598988579+2153.*I,0,0.+92.2*I,0,0.-188.86999999999995*I,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.-92.2*I,0,0,0,0,0,0.+92.2*I,0,-100.,0.+188.86999999999995*I,0,0,0.-188.86999999999995*I,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.-92.2*I,0,0,0,0,0,0.+92.2*I,0.+188.86999999999995*I,-100.+1111.*I,0,0,0,0.-188.86999999999995*I
0,0,0,0,0,0,0,0,0,0,0,0,-11.937416885910597+48.82396742807344*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.-92.2*I,0,0,0,0.-188.86999999999995*I,0,0,0,-100.96287598988579-69.*I,0.-188.86999999999995*I,0.+92.2*I,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-11.937416885910597+48.82396742807344*I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.-92.2*I,0,0,0,0.-188.86999999999995*I,0,0,0.-188.86999999999995*I,-100.96287598988579+1042.*I,0,0.+92.2*I
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.-92.2*I,0,0,0,0.-188.86999999999995*I,0,0.+92.2*I,0,-100.-1111.*I,0.+188.86999999999995*I
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.-92.2*I,0,0,0,0.-188.86999999999995*I,0,0.+92.2*I,0.+188.86999999999995*I,-100.
